"datum";"exc_id";"brand2011";"zone";"beh_typ";"soort";"bedekking_getal";"aant_bloeist_pijpenstro";"mos";"kale_bodem";"totale_bedekking";"staal_ingezameld"
2012-07-30;"LV2";"nee";7;"BGR";"Heide";0,5;0;45;25;75;FALSE
2012-07-30;"LV2";"nee";7;"BGR";"Pijpenstro";25;18;45;25;75;TRUE
2012-07-30;"LV2";"nee";8;"BGR";"Pijpenstro";75;25;35;0;100;TRUE
2012-07-30;"LV2";"nee";8;"BGR";"Heide";3;0;35;0;100;FALSE
2012-07-30;"LV2";"nee";9;"BGR";"Pijpenstro";25;71;85;NA;NA;TRUE
2012-07-30;"LV2";"nee";9;"BGR";"Heide";3;0;85;NA;NA;FALSE
2012-07-30;"WD1";"ja";1;"EXC";"Andere";3;0;95;0,5;100;FALSE
2012-07-30;"WD1";"ja";1;"EXC";"Pijpenstro";3;0;95;0,5;100;FALSE
2012-07-30;"WD1";"ja";1;"EXC";"Heide";3;0;95;0,5;100;FALSE
2012-07-30;"WD1";"ja";2;"EXC";"Pijpenstro";7;6;7;85;15;FALSE
2012-07-30;"WD1";"ja";2;"EXC";"Andere";7;0;7;85;15;FALSE
2012-07-30;"WD1";"ja";3;"EXC";"Pijpenstro";55;37;35;3;97;FALSE
2012-07-30;"WD1";"ja";3;"EXC";"Heide";7;3;35;3;97;FALSE
2012-07-30;"WD1";"ja";4;"EXC";"Heide";7;2;95;0;100;FALSE
2012-07-30;"WD1";"ja";4;"EXC";"Pijpenstro";15;32;95;0;100;FALSE
2012-07-30;"WD1";"ja";5;"EXC";"Pijpenstro";7;7;95;0;100;TRUE
2012-07-30;"WD1";"ja";5;"EXC";"Heide";15;11;95;0;100;TRUE
2012-07-30;"WD1";"ja";5;"EXC";"Andere";3;0;95;0;100;FALSE
2012-07-30;"WD1";"ja";6;"BGR";"Heide";0,5;0;45;35;65;FALSE
2012-07-30;"WD1";"ja";6;"BGR";"Pijpenstro";35;28;45;35;65;TRUE
2012-07-30;"WD1";"ja";7;"BGR";"Pijpenstro";45;54;35;15;85;FALSE
2012-07-30;"WD1";"ja";7;"BGR";"Heide";0,5;0;35;15;85;FALSE
2012-07-30;"WD1";"ja";7;"BGR";"Andere";0,5;0;35;15;85;FALSE
2012-07-30;"WD1";"ja";8;"BGR";"Heide";0,5;0;15;7;93;FALSE
2012-07-30;"WD1";"ja";8;"BGR";"Pijpenstro";85;33;15;7;93;FALSE
2012-07-30;"WD1";"ja";9;"BGR";"Pijpenstro";7;0;95;3;97;FALSE
2012-07-30;"WD1";"ja";9;"BGR";"Heide";0,5;0;95;3;97;FALSE
2012-07-30;"WD2";"ja";1;"EXC";"Heide";3;0;3;95;5;FALSE
2012-07-30;"WD2";"ja";1;"EXC";"Andere";0,5;0;3;95;5;FALSE
2012-07-30;"WD2";"ja";1;"EXC";"Pijpenstro";3;0;3;95;5;FALSE
2012-07-30;"WD2";"ja";2;"EXC";"Pijpenstro";3;0;95;0;100;FALSE
2012-07-30;"WD2";"ja";2;"EXC";"Heide";15;0;95;0;100;FALSE
2012-07-30;"WD2";"ja";2;"EXC";"Andere";0,5;0;95;0;100;FALSE
2012-07-30;"WD2";"ja";4;"EXC";"Pijpenstro";3;0;3;95;5;FALSE
2012-07-30;"WD2";"ja";5;"EXC";"Pijpenstro";7;0;75;25;75;FALSE
2012-07-30;"WD2";"ja";5;"EXC";"Andere";3;0;75;25;75;FALSE
2012-07-30;"WD2";"ja";6;"BGR";"Andere";3;0;25;45;55;FALSE
2012-07-30;"WD2";"ja";6;"BGR";"Heide";25;0;25;45;55;FALSE
2012-07-30;"WD2";"ja";6;"BGR";"Fijne grassen";3;0;25;45;55;FALSE
2012-07-30;"WD2";"ja";7;"BGR";"Heide";0,5;0;0;99;1;FALSE
2012-07-30;"WD2";"ja";8;"BGR";"Heide";3;0;25;75;25;FALSE
2012-07-30;"WD2";"ja";8;"BGR";"Andere";3;0;25;75;25;FALSE
2012-07-30;"WD2";"ja";8;"BGR";"Pijpenstro";3;0;25;75;25;FALSE
2012-07-30;"WD2";"ja";9;"BGR";"Pijpenstro";55;28;25;35;65;TRUE
2012-07-30;"WD2";"ja";9;"BGR";"Heide";3;0;25;35;65;FALSE
2012-09-04;"GB1";"nee";1;"EXC";"Pijpenstro";3;1;95;3;97;TRUE
2012-09-04;"GB1";"nee";1;"EXC";"Fijne grassen";3;0;95;3;97;FALSE
2012-09-04;"GB1";"nee";2;"EXC";"Pijpenstro";75;10;85;0,5;100;TRUE
2012-09-04;"GB1";"nee";3;"EXC";"Pijpenstro";85;32;75;0;100;TRUE
2012-09-04;"GB1";"nee";3;"EXC";"Fijne grassen";0,5;0;75;0;100;FALSE
2012-09-04;"GB1";"nee";4;"EXC";"Fijne grassen";3;0;35;0;100;FALSE
2012-09-04;"GB1";"nee";4;"EXC";"Pijpenstro";95;21;35;0;100;TRUE
2012-09-04;"GB1";"nee";5;"EXC";"Fijne grassen";0,5;0;45;0;100;FALSE
2012-09-04;"GB1";"nee";5;"EXC";"Pijpenstro";85;49;45;0;100;TRUE
2012-09-04;"GB1";"nee";6;"BGR";"Fijne grassen";15;41;85;0,5;100;FALSE
2012-09-04;"GB1";"nee";6;"BGR";"Pijpenstro";15;0;85;0,5;100;FALSE
2012-09-04;"GB1";"nee";7;"BGR";"Fijne grassen";0,5;0;65;0,5;100;FALSE
2012-09-04;"GB1";"nee";7;"BGR";"Pijpenstro";25;15;65;0,5;100;FALSE
2012-09-04;"GB1";"nee";8;"BGR";"Pijpenstro";55;4;35;0;100;FALSE
2012-09-04;"GB1";"nee";8;"BGR";"Andere";7;0;35;0;100;FALSE
2012-09-04;"GB1";"nee";9;"BGR";"Andere";3;0;45;0;100;FALSE
2012-09-04;"GB1";"nee";9;"BGR";"Fijne grassen";3;0;45;0;100;FALSE
2012-09-04;"GB1";"nee";9;"BGR";"Pijpenstro";55;52;45;0;100;FALSE
2012-09-04;"GB2";"nee";1;"EXC";"Fijne grassen";3;0;95;0;100;FALSE
2012-09-04;"GB2";"nee";2;"EXC";"Fijne grassen";15;63;95;0;100;FALSE
2012-09-04;"GB2";"nee";2;"EXC";"Andere";0,5;0;95;0;100;FALSE
2012-09-04;"GB2";"nee";3;"EXC";"Andere";3;0;95;0;100;FALSE
2012-09-04;"GB2";"nee";3;"EXC";"Fijne grassen";35;76;95;0;100;FALSE
2012-09-04;"GB2";"nee";4;"EXC";"Fijne grassen";35;75;85;0;100;FALSE
2012-09-04;"GB2";"nee";5;"EXC";"Andere";0,5;0;95;0;100;FALSE
2012-09-04;"GB2";"nee";5;"EXC";"Fijne grassen";55;86;95;0;100;FALSE
2012-09-04;"GB2";"nee";6;"BGR";"Fijne grassen";35;8;35;25;75;FALSE
2012-09-04;"GB2";"nee";6;"BGR";"Andere";0,5;0;35;25;75;FALSE
2012-09-04;"GB2";"nee";7;"BGR";"Fijne grassen";75;58;25;0,5;100;FALSE
2012-09-04;"GB2";"nee";7;"BGR";"Andere";0,5;0;25;0,5;100;FALSE
2012-09-04;"GB2";"nee";8;"BGR";"Andere";0,5;0;75;0,5;100;FALSE
2012-09-04;"GB2";"nee";8;"BGR";"Fijne grassen";75;12;75;0,5;100;FALSE
2012-09-04;"GB2";"nee";9;"BGR";"Fijne grassen";35;13;55;3;97;FALSE
2012-09-04;"GB2";"nee";9;"BGR";"Andere";0,5;0;55;3;97;FALSE
2012-09-04;"LV1";"ja";1;"EXC";"Pijpenstro";25;2;85;0,5;100;FALSE
2012-09-04;"LV1";"ja";1;"EXC";"Heide";0,5;0;85;0,5;100;FALSE
2012-09-04;"LV1";"ja";2;"EXC";"Pijpenstro";45;115;55;3;97;FALSE
2012-09-04;"LV1";"ja";2;"EXC";"Heide";7;2;55;3;97;FALSE
2012-09-04;"LV1";"ja";3;"EXC";"Heide";0,5;0;3;0,5;100;FALSE
2012-09-04;"LV1";"ja";3;"EXC";"Pijpenstro";95;19;3;0,5;100;FALSE
2012-09-04;"LV1";"ja";4;"EXC";"Pijpenstro";75;25;25;3;97;FALSE
2012-09-04;"LV1";"ja";4;"EXC";"Heide";0,5;0;25;3;97;FALSE
2012-09-04;"LV1";"ja";5;"EXC";"Pijpenstro";85;21;3;3;97;FALSE
2012-09-04;"LV1";"ja";5;"EXC";"Heide";3;3;3;3;97;FALSE
2012-09-04;"LV1";"ja";6;"BGR";"Pijpenstro";55;42;65;3;97;FALSE
2012-09-04;"LV1";"ja";6;"BGR";"Heide";0,5;0;65;3;97;FALSE
2012-09-04;"LV1";"ja";7;"BGR";"Pijpenstro";7;3;85;3;97;FALSE
2012-09-04;"LV1";"ja";7;"BGR";"Heide";3;0;85;3;97;FALSE
2012-09-04;"LV1";"ja";8;"BGR";"Heide";3;1;65;3;97;FALSE
2012-09-04;"LV1";"ja";8;"BGR";"Pijpenstro";25;42;65;3;97;FALSE
2012-09-04;"LV1";"ja";9;"BGR";"Pijpenstro";15;18;75;7;93;FALSE
2012-09-04;"LV1";"ja";9;"BGR";"Heide";7;0;75;7;93;FALSE
2012-09-04;"LV2";"nee";1;"EXC";"Heide";7;0;85;3;97;FALSE
2012-09-04;"LV2";"nee";1;"EXC";"Pijpenstro";15;2;85;3;97;FALSE
2012-09-04;"LV2";"nee";3;"EXC";"Pijpenstro";3;0;0,5;95;5;FALSE
2012-09-04;"LV2";"nee";4;"EXC";"Pijpenstro";65;25;25;7;93;FALSE
2012-09-04;"LV2";"nee";4;"EXC";"Heide";0,5;0;25;7;93;FALSE
2012-09-04;"LV2";"nee";5;"EXC";"Pijpenstro";45;32;65;3;97;FALSE
2012-09-04;"LV2";"nee";5;"EXC";"Heide";7;4;65;3;97;FALSE
2012-09-04;"LV2";"nee";6;"BGR";"Heide";3;0;0;95;5;FALSE
2012-09-04;"LV2";"nee";7;"BGR";"Heide";0,5;0;0,5;95;5;FALSE
2012-09-04;"LV2";"nee";7;"BGR";"Pijpenstro";0,5;0;0,5;95;5;FALSE
2012-09-04;"LV2";"nee";8;"BGR";"Pijpenstro";7;11;85;15;85;FALSE
2012-09-04;"LV2";"nee";8;"BGR";"Heide";3;0;85;15;85;FALSE
2012-09-04;"LV2";"nee";9;"BGR";"Pijpenstro";3;0;0;95;5;FALSE
2012-09-04;"WD1";"ja";1;"EXC";"Heide";7;1;95;0,5;100;FALSE
2012-09-04;"WD1";"ja";1;"EXC";"Andere";3;0;95;0,5;100;FALSE
2012-09-04;"WD1";"ja";2;"EXC";"Andere";0,5;0;0,5;95;5;FALSE
2012-09-04;"WD1";"ja";2;"EXC";"Heide";3;1;0,5;95;5;FALSE
2012-09-04;"WD1";"ja";2;"EXC";"Pijpenstro";3;3;0,5;95;5;FALSE
2012-09-04;"WD1";"ja";3;"EXC";"Pijpenstro";65;68;45;0;100;FALSE
2012-09-04;"WD1";"ja";3;"EXC";"Heide";3;1;45;0;100;FALSE
2012-09-04;"WD1";"ja";4;"EXC";"Pijpenstro";95;63;15;0,5;100;FALSE
2012-09-04;"WD1";"ja";4;"EXC";"Heide";3;0;15;0,5;100;FALSE
2012-09-04;"WD1";"ja";5;"EXC";"Pijpenstro";35;0;95;3;97;FALSE
2012-09-04;"WD1";"ja";5;"EXC";"Heide";7;1;95;3;97;FALSE
2012-09-04;"WD1";"ja";6;"BGR";"Heide";0,5;0;65;35;65;FALSE
2012-09-04;"WD1";"ja";6;"BGR";"Andere";3;0;65;35;65;FALSE
2012-09-04;"WD1";"ja";7;"BGR";"Andere";0,5;0;55;45;55;FALSE
2012-09-04;"WD1";"ja";7;"BGR";"Heide";3;0;55;45;55;FALSE
2012-09-04;"WD1";"ja";7;"BGR";"Pijpenstro";7;13;55;45;55;FALSE
2012-09-04;"WD1";"ja";8;"BGR";"Pijpenstro";35;27;35;25;75;FALSE
2012-09-04;"WD1";"ja";8;"BGR";"Andere";0,5;0;35;25;75;FALSE
2012-09-04;"WD1";"ja";8;"BGR";"Heide";3;0;35;25;75;FALSE
2012-09-04;"WD1";"ja";9;"BGR";"Heide";3;0;35;55;45;FALSE
2012-09-04;"WD1";"ja";9;"BGR";"Andere";0,5;0;35;55;45;FALSE
2012-09-04;"WD1";"ja";9;"BGR";"Pijpenstro";3;7;35;55;45;FALSE
2012-09-04;"WD2";"ja";1;"EXC";"Pijpenstro";3;0;3;95;5;FALSE
2012-09-04;"WD2";"ja";1;"EXC";"Heide";3;0;3;95;5;FALSE
2012-09-04;"WD2";"ja";2;"EXC";"Pijpenstro";15;69;15;65;35;FALSE
2012-09-04;"WD2";"ja";2;"EXC";"Heide";3;0;15;65;35;FALSE
2012-09-04;"WD2";"ja";3;"EXC";"Andere";3;0;65;3;97;FALSE
2012-09-04;"WD2";"ja";3;"EXC";"Pijpenstro";3;5;65;3;97;FALSE
2012-09-04;"WD2";"ja";3;"EXC";"Heide";35;31;65;3;97;FALSE
2012-09-04;"WD2";"ja";4;"EXC";"Andere";0,5;0;3;75;25;FALSE
2012-09-04;"WD2";"ja";4;"EXC";"Heide";25;28;3;75;25;FALSE
2012-09-04;"WD2";"ja";4;"EXC";"Pijpenstro";15;37;3;75;25;FALSE
2012-09-04;"WD2";"ja";5;"EXC";"Pijpenstro";15;17;3;95;5;FALSE
2012-09-04;"WD2";"ja";6;"BGR";"Heide";3;0;25;75;25;FALSE
2012-09-04;"WD2";"ja";7;"BGR";"Pijpenstro";3;5;7;95;5;FALSE
2012-09-04;"WD2";"ja";8;"BGR";"Andere";0,5;0;15;85;15;FALSE
2012-09-04;"WD2";"ja";8;"BGR";"Heide";15;0;15;85;15;FALSE
2012-09-04;"WD2";"ja";8;"BGR";"Pijpenstro";0,5;0;15;85;15;FALSE
2012-09-04;"WD2";"ja";9;"BGR";"Pijpenstro";35;21;15;15;85;FALSE
2012-09-04;"WD2";"ja";9;"BGR";"Heide";7;4;15;15;85;FALSE
2013-08-28;"WD2";"ja";5;"EXC";"Andere";3;0;65;3;97;FALSE
2013-10-01;"GB2";"nee";3;"EXC";"Pijpenstro";95;21;45;0;100;FALSE
2013-10-01;"GB2";"nee";3;"EXC";"Fijne grassen";0,5;0;45;0;100;FALSE
2013-10-01;"GB1";"nee";1;"EXC";"Pijpenstro";3;0;99;0;100;FALSE
2013-08-28;"GB1";"nee";1;"EXC";"Fijne grassen";0,5;0;99;0;100;FALSE
2013-08-28;"GB1";"nee";1;"EXC";"Pijpenstro";3;0;99;0;100;FALSE
2013-06-17;"GB1";"nee";1;"EXC";"Fijne grassen";15;16;99;0;100;FALSE
2013-07-30;"GB1";"nee";1;"EXC";"Fijne grassen";3;1;99;0;100;FALSE
2013-10-01;"GB1";"nee";1;"EXC";"Fijne grassen";3;0;99;0;100;FALSE
2013-06-17;"GB1";"nee";1;"EXC";"Andere";0,5;0;99;0;100;FALSE
2013-06-17;"GB1";"nee";2;"EXC";"Fijne grassen";15;62;99;0;100;FALSE
2013-10-01;"GB1";"nee";2;"EXC";"Fijne grassen";75;73;99;0;100;FALSE
2013-08-28;"GB1";"nee";2;"EXC";"Pijpenstro";0,5;0;99;0;100;FALSE
2013-10-01;"GB1";"nee";2;"EXC";"Andere";0,5;0;99;0;100;FALSE
2013-07-30;"GB1";"nee";2;"EXC";"Fijne grassen";15;84;99;0;100;FALSE
2013-08-28;"GB1";"nee";2;"EXC";"Fijne grassen";7;36;99;0;100;FALSE
2013-08-28;"GB1";"nee";3;"EXC";"Pijpenstro";0,5;2;99;0;100;FALSE
2013-06-17;"GB1";"nee";3;"EXC";"Fijne grassen";7;7;99;0;100;FALSE
2013-07-30;"GB1";"nee";3;"EXC";"Andere";0,5;0;99;0;100;FALSE
2013-06-17;"GB1";"nee";3;"EXC";"Andere";0,5;0;99;0;100;FALSE
2013-10-01;"GB1";"nee";3;"EXC";"Fijne grassen";75;14;95;0;100;FALSE
2013-07-30;"GB1";"nee";3;"EXC";"Fijne grassen";25;32;99;0;100;FALSE
2013-08-28;"GB1";"nee";3;"EXC";"Andere";3;0;99;0;100;FALSE
2013-08-28;"GB1";"nee";3;"EXC";"Fijne grassen";25;146;99;0;100;FALSE
2013-07-30;"GB1";"nee";4;"EXC";"Fijne grassen";85;7;65;0;100;FALSE
2013-08-28;"GB1";"nee";4;"EXC";"Fijne grassen";75;43;99;0;100;FALSE
2013-08-28;"LV1";"ja";4;"EXC";"Heide";0,5;1;85;0;100;FALSE
2013-08-28;"LV1";"ja";5;"EXC";"Pijpenstro";95;12;45;0;100;FALSE
2013-07-30;"LV1";"ja";5;"EXC";"Heide";3;0;55;3;97;FALSE
2013-06-17;"LV1";"ja";5;"EXC";"Pijpenstro";75;0;85;0;100;FALSE
2013-07-30;"LV1";"ja";5;"EXC";"Pijpenstro";95;3;55;3;97;FALSE
2013-06-17;"LV1";"ja";5;"EXC";"Heide";3;0;85;0;100;FALSE
2013-10-01;"LV1";"ja";5;"EXC";"Pijpenstro";99;2;95;0,5;99,5;FALSE
2013-07-30;"LV1";"ja";6;"BGR";"Heide";7;0;25;7;93;FALSE
2013-07-30;"LV1";"ja";6;"BGR";"Pijpenstro";55;3;25;7;93;FALSE
2013-10-01;"LV1";"ja";6;"BGR";"Heide";0,5;0;65;35;65;FALSE
2013-06-17;"LV1";"ja";6;"BGR";"Heide";15;0;45;35;65;FALSE
2013-08-28;"LV1";"ja";6;"BGR";"Heide";3;0;15;85;15;FALSE
2013-06-17;"LV1";"ja";6;"BGR";"Pijpenstro";15;0;45;35;65;FALSE
2013-06-17;"LV1";"ja";7;"BGR";"Fijne grassen";7;0;45;3;97;FALSE
2013-07-30;"LV1";"ja";7;"BGR";"Pijpenstro";7;0;75;15;85;FALSE
2013-10-01;"LV1";"ja";7;"BGR";"Pijpenstro";15;5;75;3;97;FALSE
2013-08-28;"LV1";"ja";7;"BGR";"Pijpenstro";3;0;85;7;93;FALSE
2013-07-30;"LV1";"ja";7;"BGR";"Heide";3;2;75;15;85;FALSE
2013-06-17;"LV1";"ja";7;"BGR";"Heide";3;0;45;3;97;FALSE
2013-06-17;"LV1";"ja";7;"BGR";"Pijpenstro";45;0;45;3;97;FALSE
2013-08-28;"LV1";"ja";7;"BGR";"Heide";3;0;85;7;93;FALSE
2013-10-01;"LV1";"ja";7;"BGR";"Andere";0,5;0;75;3;97;FALSE
2013-06-17;"LV1";"ja";8;"BGR";"Andere";7;0;55;35;65;FALSE
2013-07-30;"LV1";"ja";8;"BGR";"Andere";3;0;75;0;100;FALSE
2013-08-28;"LV1";"ja";8;"BGR";"Heide";3;0;45;3;97;FALSE
2013-07-30;"LV1";"ja";8;"BGR";"Heide";7;0;75;0;100;FALSE
2013-06-17;"LV1";"ja";8;"BGR";"Pijpenstro";15;0;55;35;65;FALSE
2013-06-17;"LV1";"ja";8;"BGR";"Heide";7;0;55;35;65;FALSE
2013-10-01;"LV1";"ja";8;"BGR";"Heide";25;0;65;3;97;FALSE
2013-08-28;"LV1";"ja";8;"BGR";"Pijpenstro";65;9;45;3;97;FALSE
2013-07-30;"LV1";"ja";8;"BGR";"Pijpenstro";25;1;75;0;100;FALSE
2013-10-01;"LV1";"ja";8;"BGR";"Pijpenstro";7;0;65;3;97;FALSE
2013-08-28;"LV1";"ja";9;"BGR";"Heide";3;0;95;3;97;FALSE
2013-10-01;"LV1";"ja";9;"BGR";"Pijpenstro";35;0;65;0;100;FALSE
2013-06-17;"LV1";"ja";9;"BGR";"Pijpenstro";45;0;65;7;93;FALSE
2013-06-17;"LV1";"ja";9;"BGR";"Heide";15;0;65;7;93;FALSE
2013-07-30;"LV1";"ja";9;"BGR";"Pijpenstro";3;0;35;65;35;FALSE
2013-06-17;"LV1";"ja";9;"BGR";"Fijne grassen";0,5;0;65;7;93;FALSE
2013-06-17;"LV2";"nee";1;"EXC";"Heide";7;0;15;65;35;FALSE
2013-08-28;"LV2";"nee";1;"EXC";"Heide";3;0;85;3;97;FALSE
2013-10-01;"LV2";"nee";1;"EXC";"Heide";3;0;65;0,5;99,5;FALSE
2013-08-28;"LV2";"nee";1;"EXC";"Pijpenstro";15;0;85;3;97;FALSE
2013-06-17;"LV2";"nee";1;"EXC";"Fijne grassen";15;0;15;65;35;FALSE
2013-07-30;"LV2";"nee";1;"EXC";"Pijpenstro";35;0;25;15;85;FALSE
2013-06-17;"LV2";"nee";1;"EXC";"Pijpenstro";7;0;15;65;35;FALSE
2013-07-30;"LV2";"nee";1;"EXC";"Heide";3;1;25;15;85;FALSE
2013-10-01;"LV2";"nee";1;"EXC";"Pijpenstro";25;0;65;0,5;99,5;FALSE
2013-08-28;"LV2";"nee";2;"EXC";"Pijpenstro";7;0;99;0;100;FALSE
2013-07-30;"LV2";"nee";2;"EXC";"Heide";35;0;85;3;97;FALSE
2013-06-17;"LV2";"nee";2;"EXC";"Heide";3;0;7;3;97;FALSE
2013-10-01;"LV2";"nee";2;"EXC";"Heide";55;45;85;0,5;99,5;FALSE
2013-08-28;"LV2";"nee";2;"EXC";"Heide";7;0;99;0;100;FALSE
2013-06-17;"LV2";"nee";2;"EXC";"Pijpenstro";85;0;7;3;97;FALSE
2013-07-30;"LV2";"nee";2;"EXC";"Pijpenstro";25;0;85;3;97;FALSE
2013-06-17;"LV2";"nee";2;"EXC";"Fijne grassen";3;0;7;3;97;FALSE
2013-10-01;"LV2";"nee";3;"EXC";"Pijpenstro";85;31;7;45;55;FALSE
2013-06-17;"LV2";"nee";3;"EXC";"Heide";3;0;55;0,5;99,5;FALSE
2013-06-17;"LV2";"nee";3;"EXC";"Pijpenstro";75;0;55;0,5;99,5;FALSE
2013-06-17;"LV2";"nee";3;"EXC";"Fijne grassen";3;0;55;0,5;99,5;FALSE
2013-08-28;"LV2";"nee";3;"EXC";"Pijpenstro";65;32;99;0;100;FALSE
2013-08-28;"LV2";"nee";3;"EXC";"Heide";3;1;99;0;100;FALSE
2013-07-30;"LV2";"nee";3;"EXC";"Pijpenstro";95;6;0,5;7;93;FALSE
2013-07-30;"LV2";"nee";3;"EXC";"Heide";0,5;0;0,5;7;93;FALSE
2013-10-01;"LV2";"nee";4;"EXC";"Pijpenstro";85;3;35;3;97;FALSE
2013-08-28;"LV2";"nee";4;"EXC";"Heide";3;3;85;7;93;FALSE
2013-06-17;"LV2";"nee";4;"EXC";"Pijpenstro";55;0;55;0;100;FALSE
2013-07-30;"LV2";"nee";4;"EXC";"Pijpenstro";45;1;35;0,5;99,5;FALSE
2013-08-28;"LV2";"nee";4;"EXC";"Pijpenstro";85;7;85;7;93;FALSE
2013-07-30;"LV2";"nee";4;"EXC";"Heide";7;7;35;0,5;99,5;FALSE
2013-06-17;"LV2";"nee";4;"EXC";"Heide";3;0;55;0;100;FALSE
2013-10-01;"LV2";"nee";4;"EXC";"Heide";3;6;35;3;97;FALSE
2013-08-28;"LV2";"nee";5;"EXC";"Heide";3;1;85;0;100;FALSE
2013-10-01;"LV2";"nee";5;"EXC";"Heide";3;2;45;7;93;FALSE
2013-06-17;"LV2";"nee";5;"EXC";"Pijpenstro";55;0;85;0;100;FALSE
2013-06-17;"LV2";"nee";5;"EXC";"Fijne grassen";3;0;85;0;100;FALSE
2013-07-30;"LV2";"nee";5;"EXC";"Heide";3;3;15;0;100;FALSE
2013-07-30;"LV2";"nee";5;"EXC";"Pijpenstro";85;1;15;0;100;FALSE
2013-10-01;"LV2";"nee";5;"EXC";"Pijpenstro";65;8;45;7;93;FALSE
2013-06-17;"LV2";"nee";5;"EXC";"Heide";15;0;85;0;100;FALSE
2013-08-28;"LV2";"nee";5;"EXC";"Pijpenstro";65;6;85;0;100;FALSE
2013-06-17;"LV2";"nee";6;"BGR";"Pijpenstro";15;0;65;0;100;FALSE
2013-06-17;"LV2";"nee";6;"BGR";"Andere";3;0;65;0;100;FALSE
2013-10-01;"LV2";"nee";6;"BGR";"Pijpenstro";75;18;65;0;100;FALSE
2013-07-30;"LV2";"nee";6;"BGR";"Pijpenstro";75;9;15;3;97;FALSE
2013-06-17;"LV2";"nee";6;"BGR";"Heide";0,5;0;65;0;100;FALSE
2013-07-30;"LV2";"nee";6;"BGR";"Heide";7;0;15;3;97;FALSE
2013-10-01;"LV2";"nee";6;"BGR";"Heide";3;1;65;0;100;FALSE
2013-08-28;"LV2";"nee";6;"BGR";"Heide";3;0;95;0;100;FALSE
2013-08-28;"LV2";"nee";6;"BGR";"Pijpenstro";25;31;95;0;100;FALSE
2013-07-30;"LV2";"nee";7;"BGR";"Heide";7;0;55;3;97;FALSE
2013-08-28;"LV2";"nee";7;"BGR";"Heide";3;4;65;7;93;FALSE
2013-06-17;"LV2";"nee";7;"BGR";"Pijpenstro";15;0;75;0;100;FALSE
2013-08-28;"LV2";"nee";7;"BGR";"Pijpenstro";55;2;65;7;93;FALSE
2013-08-28;"LV2";"nee";7;"BGR";"Andere";25;0;65;7;93;FALSE
2013-06-17;"LV2";"nee";7;"BGR";"Andere";7;0;75;0;100;FALSE
2013-10-01;"LV2";"nee";7;"BGR";"Heide";3;0;65;3;97;FALSE
2013-06-17;"LV2";"nee";7;"BGR";"Heide";0,5;0;75;0;100;FALSE
2013-07-30;"LV2";"nee";7;"BGR";"Pijpenstro";35;2;55;3;97;FALSE
2013-10-01;"LV2";"nee";7;"BGR";"Pijpenstro";35;5;65;3;97;FALSE
2013-07-30;"LV2";"nee";8;"BGR";"Pijpenstro";35;0;25;25;75;FALSE
2013-06-17;"LV2";"nee";8;"BGR";"Heide";3;0;65;3;97;FALSE
2013-08-28;"LV2";"nee";8;"BGR";"Heide";0,5;0;55;3;97;FALSE
2013-10-01;"LV2";"nee";8;"BGR";"Heide";0,5;1;65;7;93;FALSE
2013-06-17;"LV2";"nee";8;"BGR";"Fijne grassen";15;0;65;3;97;FALSE
2013-10-01;"LV2";"nee";8;"BGR";"Pijpenstro";25;17;65;7;93;FALSE
2013-06-17;"LV2";"nee";8;"BGR";"Pijpenstro";25;0;65;3;97;FALSE
2013-08-28;"LV2";"nee";8;"BGR";"Pijpenstro";55;13;55;3;97;FALSE
2013-07-30;"LV2";"nee";8;"BGR";"Heide";7;0;25;25;75;FALSE
2013-10-01;"LV2";"nee";8;"BGR";"Andere";0,5;0;65;7;93;FALSE
2013-07-30;"LV2";"nee";9;"BGR";"Andere";3;0;55;0;100;FALSE
2013-08-28;"LV2";"nee";9;"BGR";"Heide";45;0;85;3;97;FALSE
2013-07-30;"LV2";"nee";9;"BGR";"Heide";3;6;55;0;100;FALSE
2013-10-01;"LV2";"nee";9;"BGR";"Heide";3;1;55;0;100;FALSE
2013-06-17;"LV2";"nee";9;"BGR";"Andere";7;0;85;0;100;FALSE
2013-06-17;"LV2";"nee";9;"BGR";"Pijpenstro";15;0;85;0;100;FALSE
2013-07-30;"LV2";"nee";9;"BGR";"Pijpenstro";45;2;55;0;100;FALSE
2013-10-01;"LV2";"nee";9;"BGR";"Pijpenstro";35;16;55;0;100;FALSE
2013-06-17;"LV2";"nee";9;"BGR";"Heide";0,5;0;85;0;100;FALSE
2013-06-17;"WD1";"ja";1;"EXC";"Andere";0,5;0;85;3;97;FALSE
2013-08-28;"WD1";"ja";1;"EXC";"Andere";3;0;99;0;100;FALSE
2013-08-28;"WD1";"ja";1;"EXC";"Heide";3;0;99;0;100;FALSE
2013-10-01;"WD1";"ja";1;"EXC";"Andere";3;0;99;0;100;FALSE
2013-08-28;"WD1";"ja";1;"EXC";"Pijpenstro";3;0;99;0;100;FALSE
2013-10-01;"WD1";"ja";1;"EXC";"Pijpenstro";3;0;99;0;100;FALSE
2013-10-01;"WD1";"ja";1;"EXC";"Heide";3;0;99;0;100;FALSE
2013-07-30;"WD1";"ja";1;"EXC";"Pijpenstro";3;0;99;0;100;FALSE
2013-07-30;"WD1";"ja";1;"EXC";"Heide";3;0;99;0;100;FALSE
2013-07-30;"WD1";"ja";1;"EXC";"Andere";3;0;99;0;100;FALSE
