"datum";"exc_id";"brand2011";"zone";"beh_typ";"soort";"bedekking_getal";"aant_bloeist_pijpenstro";"mos";"kale_bodem";"totale_bedekking";"staal_ingezameld"
2011-08-09;"LV1";"ja";7;"BGR";"Pijpenstro";3;10;0;95;5;TRUE
2011-08-09;"LV1";"ja";8;"BGR";"Pijpenstro";0,5;0;0;99;1;FALSE
2011-08-09;"LV1";"ja";9;"BGR";"Pijpenstro";15;39;0;85;15;FALSE
2011-08-09;"LV2";"nee";1;"EXC";"Heide";3;0;0;55;45;FALSE
2011-08-09;"LV2";"nee";1;"EXC";"Pijpenstro";45;117;0;55;45;TRUE
2011-08-09;"LV2";"nee";2;"EXC";"Pijpenstro";15;2;0;85;15;TRUE
2011-08-09;"LV2";"nee";3;"EXC";"Pijpenstro";25;127;0,5;75;25;TRUE
2011-08-09;"LV2";"nee";3;"EXC";"Heide";0,5;0;0,5;75;25;FALSE
2011-08-09;"LV2";"nee";4;"EXC";"Pijpenstro";35;112;0;65;35;TRUE
2011-08-09;"LV2";"nee";4;"EXC";"Heide";0,5;0;0;65;35;FALSE
2011-08-09;"LV2";"nee";5;"EXC";"Pijpenstro";75;136;25;0,5;99,5;TRUE
2011-08-09;"LV2";"nee";6;"BGR";"Pijpenstro";45;3;0;75;25;TRUE
2011-08-09;"LV2";"nee";6;"BGR";"Heide";3;0;0;75;25;FALSE
2011-08-09;"LV2";"nee";6;"BGR";"Andere";0,5;0;0;75;25;FALSE
2011-08-09;"LV2";"nee";7;"BGR";"Pijpenstro";25;33;3;75;25;TRUE
2011-08-09;"LV2";"nee";7;"BGR";"Heide";3;0;3;75;25;FALSE
2011-08-09;"LV2";"nee";7;"BGR";"Andere";3;0;3;75;25;FALSE
2011-08-09;"LV2";"nee";8;"BGR";"Pijpenstro";45;141;0;55;45;TRUE
2011-08-09;"LV2";"nee";9;"BGR";"Pijpenstro";25;62;0;75;25;TRUE
2011-09-26;"GB1";"nee";1;"EXC";"Andere";3;0;85;0;100;FALSE
2011-09-26;"GB1";"nee";1;"EXC";"Fijne grassen";15;7;85;0;100;TRUE
2011-09-26;"GB1";"nee";2;"EXC";"Andere";0,5;0;85;3;97;FALSE
2011-09-26;"GB1";"nee";2;"EXC";"Fijne grassen";35;89;85;3;97;TRUE
2011-09-26;"GB1";"nee";3;"EXC";"Andere";3;0;45;0,5;99,5;TRUE
2011-09-26;"GB1";"nee";3;"EXC";"Fijne grassen";85;47;45;0,5;99,5;TRUE
2011-06-27;"GB1";"nee";2;"EXC";"Fijne grassen";45;31;95;0,5;99,5;TRUE
2011-06-27;"GB1";"nee";3;"EXC";"Andere";3;0;95;0,5;99,5;TRUE
2011-06-27;"GB1";"nee";3;"EXC";"Fijne grassen";45;18;95;0,5;99,5;TRUE
2011-06-27;"GB1";"nee";5;"EXC";"Fijne grassen";55;42;95;0,5;99,5;TRUE
2011-06-27;"GB1";"nee";6;"BGR";"Fijne grassen";25;0;85;0,5;99,5;TRUE
2011-06-27;"GB1";"nee";7;"BGR";"Fijne grassen";35;0;25;55;45;TRUE
2011-06-27;"GB1";"nee";8;"BGR";"Andere";0,5;0;95;3;97;FALSE
2011-06-27;"GB1";"nee";8;"BGR";"Fijne grassen";3;4;95;3;97;TRUE
2011-06-27;"GB1";"nee";9;"BGR";"Fijne grassen";45;1;15;15;85;TRUE
2011-06-27;"GB1";"nee";9;"BGR";"Andere";25;1;15;15;85;TRUE
2011-06-27;"GB2";"nee";1;"EXC";"Fijne grassen";15;0;95;0;100;FALSE
2011-06-27;"GB2";"nee";1;"EXC";"Pijpenstro";55;18;95;0;100;FALSE
2011-06-27;"GB2";"nee";2;"EXC";"Andere";0,5;5;75;7;93;FALSE
2011-06-27;"GB2";"nee";2;"EXC";"Pijpenstro";95;2;75;7;93;TRUE
2011-06-27;"GB2";"nee";3;"EXC";"Pijpenstro";35;0;25;45;55;TRUE
2011-06-27;"GB2";"nee";3;"EXC";"Fijne grassen";7;5;25;45;55;TRUE
2011-06-27;"GB2";"nee";4;"EXC";"Pijpenstro";95;2;25;7;93;TRUE
2011-06-27;"GB2";"nee";4;"EXC";"Fijne grassen";3;0;25;7;93;FALSE
2011-06-27;"GB2";"nee";5;"EXC";"Pijpenstro";95;60;0,5;3;97;TRUE
2011-06-27;"GB2";"nee";5;"EXC";"Fijne grassen";7;6;0,5;3;97;TRUE
2011-06-27;"GB2";"nee";6;"BGR";"Pijpenstro";75;9;35;3;97;TRUE
2011-06-27;"GB2";"nee";6;"BGR";"Fijne grassen";7;3;35;3;97;TRUE
2011-06-27;"GB2";"nee";6;"BGR";"Andere";3;0;35;3;97;FALSE
2011-06-27;"GB2";"nee";7;"BGR";"Fijne grassen";7;0;0,5;75;25;TRUE
2011-06-27;"GB2";"nee";7;"BGR";"Pijpenstro";25;0;0,5;75;25;TRUE
2011-06-27;"GB2";"nee";8;"BGR";"Pijpenstro";3;1;15;85;15;TRUE
2011-06-27;"GB2";"nee";8;"BGR";"Fijne grassen";7;0;15;85;15;TRUE
2011-06-27;"GB2";"nee";9;"BGR";"Pijpenstro";35;0;0,5;75;25;TRUE
2011-06-27;"GB2";"nee";9;"BGR";"Fijne grassen";3;5;0,5;75;25;TRUE
2011-06-27;"WD1";"ja";1;"EXC";"Pijpenstro";3;0;0;95;5;TRUE
2011-06-27;"WD1";"ja";2;"EXC";"Pijpenstro";0,5;0;0;99;1;FALSE
2011-06-27;"WD1";"ja";4;"EXC";"Pijpenstro";25;0;0;65;35;TRUE
2011-06-27;"WD1";"ja";5;"EXC";"Pijpenstro";3;1;0;95;5;TRUE
2011-06-27;"WD1";"ja";6;"BGR";"Pijpenstro";3;0;0;95;5;TRUE
2011-06-27;"WD1";"ja";7;"BGR";"Pijpenstro";15;0;0;85;15;TRUE
2011-06-27;"WD1";"ja";8;"BGR";"Pijpenstro";3;1;0;95;5;TRUE
2011-06-27;"WD1";"ja";9;"BGR";"Pijpenstro";15;0;0;85;15;TRUE
2011-06-27;"WD2";"ja";2;"EXC";"Pijpenstro";25;5;0;75;25;TRUE
2011-06-28;"WD2";"ja";4;"EXC";"Pijpenstro";3;0;0;95;5;FALSE
2011-06-28;"WD2";"ja";6;"BGR";"Andere";0,5;0;0;99;1;FALSE
2011-06-28;"WD2";"ja";7;"BGR";"Pijpenstro";3;0;0;95;5;TRUE
2011-06-28;"WD2";"ja";8;"BGR";"Pijpenstro";7;1;0;95;5;TRUE
2011-06-28;"WD2";"ja";9;"BGR";"Pijpenstro";15;2;0;85;15;TRUE
2011-06-28;"LV1";"ja";1;"EXC";"Pijpenstro";7;0;0;95;5;TRUE
2011-06-28;"LV1";"ja";2;"EXC";"Pijpenstro";25;0;0;85;15;TRUE
2011-06-28;"LV1";"ja";3;"EXC";"Pijpenstro";3;0;0;95;5;TRUE
2011-06-28;"LV1";"ja";6;"BGR";"Pijpenstro";25;0;0;85;15;TRUE
2011-06-28;"LV1";"ja";7;"BGR";"Pijpenstro";15;4;0;85;15;FALSE
2011-06-28;"LV1";"ja";8;"BGR";"Pijpenstro";15;0;0;95;5;TRUE
2011-06-28;"LV2";"nee";1;"EXC";"Pijpenstro";35;1;0;75;25;TRUE
2011-06-28;"LV2";"nee";2;"EXC";"Pijpenstro";15;0;0;85;15;TRUE
2011-06-28;"LV2";"nee";3;"EXC";"Pijpenstro";35;0;0;65;35;TRUE
2011-06-28;"LV2";"nee";4;"EXC";"Pijpenstro";45;0;0;65;35;TRUE
2011-06-28;"LV2";"nee";5;"EXC";"Pijpenstro";7;0;0;95;5;TRUE
2011-06-28;"LV2";"nee";6;"BGR";"Pijpenstro";15;1;0;85;15;TRUE
2011-06-28;"LV2";"nee";7;"BGR";"Pijpenstro";15;8;0;85;15;TRUE
2011-06-28;"LV2";"nee";8;"BGR";"Pijpenstro";45;0;0;65;35;TRUE
2011-06-28;"LV2";"nee";9;"BGR";"Pijpenstro";0,5;0;0;95;5;FALSE
2011-06-27;"GB1";"nee";1;"EXC";"Fijne grassen";25;1;55;25;75;TRUE
2011-06-27;"GB1";"nee";1;"EXC";"Andere";7;0;55;25;75;TRUE
2011-06-27;"GB1";"nee";4;"EXC";"Fijne grassen";25;0;85;0;100;TRUE
2011-07-26;"GB1";"nee";4;"EXC";"Andere";0,5;0;85;0;100;FALSE
2011-08-08;"GB1";"nee";1;"EXC";"Andere";15;0;55;7;93;TRUE
2011-08-08;"GB1";"nee";1;"EXC";"Fijne grassen";25;29;55;7;93;TRUE
2011-08-08;"GB1";"nee";2;"EXC";"Fijne grassen";25;58;65;7;93;TRUE
2011-08-08;"GB1";"nee";2;"EXC";"Andere";7;0;65;7;93;TRUE
2011-08-08;"GB1";"nee";3;"EXC";"Andere";7;0;15;7;93;TRUE
2011-08-08;"GB1";"nee";3;"EXC";"Fijne grassen";55;51;15;7;93;TRUE
2011-08-08;"GB1";"nee";4;"EXC";"Fijne grassen";85;12;15;0;100;TRUE
2011-08-08;"GB1";"nee";5;"EXC";"Fijne grassen";25;62;85;0,5;99,5;TRUE
2011-08-08;"GB1";"nee";6;"BGR";"Fijne grassen";25;15;75;3;97;TRUE
2011-08-08;"GB1";"nee";7;"BGR";"Fijne grassen";15;0;75;3;97;TRUE
2011-08-08;"GB1";"nee";8;"BGR";"Fijne grassen";45;5;25;3;97;TRUE
2011-08-08;"GB1";"nee";8;"BGR";"Andere";7;0;25;3;97;TRUE
2011-08-08;"GB1";"nee";9;"BGR";"Fijne grassen";25;0;75;7;93;TRUE
2011-08-08;"GB1";"nee";9;"BGR";"Andere";0,5;0;75;7;93;FALSE
2011-08-08;"GB2";"nee";1;"EXC";"Fijne grassen";15;1;65;3;97;TRUE
2011-08-08;"GB2";"nee";1;"EXC";"Pijpenstro";35;71;65;3;97;TRUE
2011-08-08;"GB2";"nee";2;"EXC";"Fijne grassen";7;2;25;3;97;TRUE
2011-08-08;"GB2";"nee";2;"EXC";"Pijpenstro";25;15;25;3;97;TRUE
2011-08-08;"GB2";"nee";3;"EXC";"Pijpenstro";45;65;7;55;45;TRUE
2011-08-08;"GB2";"nee";3;"EXC";"Fijne grassen";0,5;0;7;55;45;FALSE
2011-08-08;"GB2";"nee";4;"EXC";"Pijpenstro";25;56;45;3;97;TRUE
2011-08-08;"GB2";"nee";4;"EXC";"Fijne grassen";15;6;45;3;97;TRUE
2011-08-08;"GB2";"nee";5;"EXC";"Pijpenstro";85;42;25;15;85;TRUE
2011-08-08;"GB2";"nee";5;"EXC";"Fijne grassen";3;0;25;15;85;TRUE
2011-08-08;"GB2";"nee";6;"BGR";"Fijne grassen";7;0;35;3;97;TRUE
2011-08-08;"GB2";"nee";6;"BGR";"Pijpenstro";55;43;35;3;97;TRUE
2011-08-08;"GB2";"nee";7;"BGR";"Andere";7;0;15;3;97;TRUE
2011-08-08;"GB2";"nee";7;"BGR";"Pijpenstro";25;27;15;3;97;TRUE
2011-08-08;"GB2";"nee";7;"BGR";"Fijne grassen";15;1;15;3;97;TRUE
2011-08-08;"GB2";"nee";8;"BGR";"Pijpenstro";25;8;35;15;85;TRUE
2011-08-08;"GB2";"nee";8;"BGR";"Fijne grassen";7;1;35;15;85;TRUE
2011-08-08;"GB2";"nee";9;"BGR";"Pijpenstro";25;0;45;7;93;FALSE
2011-08-08;"GB2";"nee";9;"BGR";"Fijne grassen";3;0;45;7;93;FALSE
2011-08-08;"WD1";"ja";1;"EXC";"Heide";0,5;0;3;95;5;FALSE
2011-08-08;"WD1";"ja";2;"EXC";"Andere";3;0;3;95;5;FALSE
2011-08-08;"WD1";"ja";3;"EXC";"Pijpenstro";3;0;0;95;5;FALSE
2011-08-08;"WD1";"ja";4;"EXC";"Heide";0,5;0;7;75;25;FALSE
2011-08-08;"WD1";"ja";4;"EXC";"Pijpenstro";15;29;7;75;25;TRUE
2011-08-08;"WD1";"ja";5;"EXC";"Pijpenstro";25;77;0;75;25;TRUE
2011-08-08;"WD1";"ja";6;"BGR";"Pijpenstro";15;5;0;85;15;TRUE
2011-08-08;"WD1";"ja";7;"BGR";"Pijpenstro";7;36;0,5;95;5;TRUE
2011-08-08;"WD1";"ja";7;"BGR";"Heide";0,5;0;0,5;95;5;FALSE
2011-08-08;"WD1";"ja";8;"BGR";"Heide";0,5;0;3;95;5;FALSE
2011-08-08;"WD1";"ja";8;"BGR";"Pijpenstro";7;33;3;95;5;TRUE
2011-08-08;"WD1";"ja";9;"BGR";"Pijpenstro";3;3;0;95;5;FALSE
2011-08-08;"WD2";"ja";1;"EXC";"Andere";0,5;0;0;99;1;FALSE
2011-08-08;"WD2";"ja";2;"EXC";"Pijpenstro";7;9;0,5;95;5;TRUE
2011-08-08;"WD2";"ja";3;"EXC";"Pijpenstro";7;19;0;95;5;FALSE
2011-08-08;"WD2";"ja";4;"EXC";"Andere";0,5;0;0;99;1;FALSE
2011-08-08;"WD2";"ja";4;"EXC";"Pijpenstro";0,5;0;0;99;1;FALSE
2011-08-08;"WD2";"ja";5;"EXC";"Pijpenstro";3;9;0;95;5;TRUE
2011-08-08;"WD2";"ja";6;"BGR";"Pijpenstro";0,5;0;0;99;1;FALSE
2011-08-08;"WD2";"ja";6;"BGR";"Heide";0,5;0;0;99;1;FALSE
2011-08-08;"WD2";"ja";7;"BGR";"Pijpenstro";15;12;0;85;15;TRUE
2011-08-08;"WD2";"ja";8;"BGR";"Andere";0,5;0;0,5;95;5;FALSE
2011-08-09;"LV1";"ja";1;"EXC";"Heide";0,5;0;0;85;15;FALSE
2011-08-09;"LV1";"ja";1;"EXC";"Pijpenstro";15;31;0;85;15;TRUE
2011-08-09;"LV1";"ja";2;"EXC";"Pijpenstro";15;63;0;85;15;TRUE
2011-08-09;"LV1";"ja";2;"EXC";"Heide";0,5;0;0;85;15;FALSE
2011-08-09;"LV1";"ja";3;"EXC";"Pijpenstro";15;57;0;85;15;TRUE
2011-08-09;"LV1";"ja";4;"EXC";"Pijpenstro";0,5;3;0;99;1;FALSE
2011-08-09;"LV1";"ja";6;"BGR";"Pijpenstro";7;15;0;95;5;TRUE
2011-09-26;"GB1";"nee";4;"EXC";"Fijne grassen";55;73;85;3;97;TRUE
2011-09-26;"GB1";"nee";5;"EXC";"Fijne grassen";55;4;45;3;97;TRUE
2011-09-26;"GB1";"nee";5;"EXC";"Andere";25;0;45;3;97;FALSE
2011-09-26;"GB1";"nee";6;"BGR";"Fijne grassen";55;1;75;3;97;TRUE
2011-09-26;"GB1";"nee";7;"BGR";"Fijne grassen";45;4;25;3;97;TRUE
2011-09-26;"GB1";"nee";7;"BGR";"Andere";7;0;25;3;97;TRUE
2011-09-26;"GB1";"nee";8;"BGR";"Andere";3;0;95;3;97;FALSE
2011-09-26;"GB1";"nee";8;"BGR";"Fijne grassen";25;6;95;3;97;FALSE
2011-09-26;"GB1";"nee";9;"BGR";"Andere";3;0;85;3;97;TRUE
2011-09-26;"GB1";"nee";9;"BGR";"Fijne grassen";55;11;85;3;97;TRUE
2011-09-26;"GB2";"nee";1;"EXC";"Fijne grassen";15;0;95;0;100;TRUE
2011-09-26;"GB2";"nee";1;"EXC";"Pijpenstro";55;7;95;0;100;TRUE
2011-09-26;"GB2";"nee";2;"EXC";"Fijne grassen";3;0;7;7;93;TRUE
2011-09-26;"GB2";"nee";2;"EXC";"Pijpenstro";75;46;7;7;93;TRUE
2011-09-26;"GB2";"nee";3;"EXC";"Fijne grassen";3;0;85;3;97;TRUE
2011-09-26;"GB2";"nee";3;"EXC";"Pijpenstro";7;39;85;3;97;TRUE
2011-09-26;"GB2";"nee";4;"EXC";"Pijpenstro";7;11;45;25;75;TRUE
2011-09-26;"GB2";"nee";4;"EXC";"Fijne grassen";3;0;45;25;75;TRUE
2011-09-26;"GB2";"nee";5;"EXC";"Pijpenstro";55;30;25;7;93;TRUE
2011-09-26;"GB2";"nee";5;"EXC";"Fijne grassen";15;0;25;7;93;TRUE
2011-09-26;"GB2";"nee";6;"BGR";"Fijne grassen";7;1;45;3;97;TRUE
2011-09-26;"GB2";"nee";6;"BGR";"Andere";3;0;45;3;97;TRUE
2011-09-26;"GB2";"nee";6;"BGR";"Pijpenstro";65;3;45;3;97;TRUE
2011-09-26;"GB2";"nee";7;"BGR";"Pijpenstro";35;17;15;25;75;TRUE
2011-09-26;"GB2";"nee";7;"BGR";"Fijne grassen";7;0;15;25;75;TRUE
2011-09-26;"GB2";"nee";8;"BGR";"Fijne grassen";25;0;0;55;45;TRUE
2011-09-26;"GB2";"nee";8;"BGR";"Andere";3;0;0;55;45;FALSE
2011-09-26;"GB2";"nee";8;"BGR";"Pijpenstro";15;6;0;55;45;TRUE
2011-09-26;"GB2";"nee";9;"BGR";"Fijne grassen";15;0;25;35;65;TRUE
2011-09-26;"GB2";"nee";9;"BGR";"Pijpenstro";3;2;25;35;65;TRUE
2011-09-26;"GB2";"nee";9;"BGR";"Heide";7;0;25;35;65;TRUE
2011-09-26;"WD1";"ja";1;"EXC";"Heide";0,5;0;3;95;5;FALSE
2011-09-26;"WD1";"ja";1;"EXC";"Andere";0,5;0;3;95;5;FALSE
2011-09-26;"WD1";"ja";3;"EXC";"Andere";3;0;3;95;5;FALSE
2011-09-26;"WD1";"ja";3;"EXC";"Heide";3;0;3;95;5;FALSE
2011-09-26;"WD1";"ja";4;"EXC";"Heide";3;0;15;25;75;FALSE
2011-09-26;"WD1";"ja";4;"EXC";"Pijpenstro";55;214;15;25;75;TRUE
2011-09-26;"WD1";"ja";5;"EXC";"Pijpenstro";3;14;7;95;5;TRUE
2011-09-26;"WD1";"ja";5;"EXC";"Heide";0,5;0;7;95;5;FALSE
2011-09-26;"WD1";"ja";5;"EXC";"Andere";0,5;0;7;95;5;FALSE
2011-09-26;"WD1";"ja";5;"EXC";"Heide";3;0;7;85;15;FALSE
2011-09-26;"WD1";"ja";5;"EXC";"Pijpenstro";3;10;7;85;15;TRUE
2011-09-26;"WD1";"ja";6;"BGR";"Andere";3;0;3;55;45;FALSE
2011-09-26;"WD1";"ja";6;"BGR";"Pijpenstro";45;39;3;55;45;TRUE
2011-09-26;"WD1";"ja";7;"BGR";"Heide";3;0;0;45;55;FALSE
2011-09-26;"WD1";"ja";7;"BGR";"Andere";3;0;0;45;55;FALSE
2011-09-26;"WD1";"ja";7;"BGR";"Pijpenstro";45;58;0;45;55;FALSE
2011-09-26;"WD1";"ja";8;"BGR";"Andere";0,5;0;0;95;5;FALSE
2011-09-26;"WD1";"ja";8;"BGR";"Pijpenstro";3;7;0;95;5;TRUE
2011-09-26;"WD1";"ja";8;"BGR";"Heide";0,5;0;0;95;5;FALSE
2011-09-27;"WD2";"ja";1;"EXC";"Andere";0,5;0;0;99;1;FALSE
2011-09-27;"WD2";"ja";2;"EXC";"Pijpenstro";7;19;7;85;15;TRUE
2011-09-27;"WD2";"ja";2;"EXC";"Heide";0,5;0;7;85;15;FALSE
2011-09-27;"WD2";"ja";2;"EXC";"Andere";0,5;0;7;85;15;FALSE
2011-09-27;"WD2";"ja";3;"EXC";"Pijpenstro";25;69;0;65;35;TRUE
2011-09-27;"WD2";"ja";5;"EXC";"Pijpenstro";3;13;3;95;5;TRUE
2011-09-27;"WD2";"ja";5;"EXC";"Heide";0,5;0;3;95;5;FALSE
2011-09-27;"WD2";"ja";6;"BGR";"Pijpenstro";0,5;0;3;95;5;FALSE
2011-09-27;"WD2";"ja";6;"BGR";"Heide";0,5;0;3;95;5;FALSE
2011-09-27;"WD2";"ja";6;"BGR";"Andere";0,5;0;3;95;5;FALSE
2011-09-27;"WD2";"ja";8;"BGR";"Pijpenstro";3;0;0;95;5;FALSE
2011-09-27;"LV1";"ja";1;"EXC";"Andere";0,5;0;0;85;15;FALSE
2011-09-27;"LV1";"ja";1;"EXC";"Pijpenstro";15;22;0;85;15;TRUE
2011-09-27;"LV1";"ja";2;"EXC";"Pijpenstro";15;56;7;75;25;TRUE
2011-09-27;"LV1";"ja";2;"EXC";"Heide";0,5;0;7;75;25;FALSE
2011-09-27;"LV1";"ja";3;"EXC";"Pijpenstro";7;27;0;95;5;TRUE
2011-09-27;"LV1";"ja";3;"EXC";"Andere";0,5;0;0;95;5;FALSE
2011-09-27;"LV1";"ja";4;"EXC";"Heide";0,5;0;0;95;5;FALSE
2011-09-27;"LV1";"ja";5;"EXC";"Andere";0,5;0;0;99;1;FALSE
2011-09-27;"LV1";"ja";6;"BGR";"Pijpenstro";25;108;7;75;25;TRUE
2011-09-27;"LV1";"ja";7;"BGR";"Pijpenstro";7;52;0,5;95;5;TRUE
2011-09-27;"LV1";"ja";8;"BGR";"Fijne grassen";25;0;3;75;25;TRUE
2011-09-27;"LV1";"ja";9;"BGR";"Pijpenstro";25;216;15;75;25;TRUE
2011-09-27;"LV1";"ja";9;"BGR";"Heide";0,5;0;15;75;25;FALSE
2011-09-27;"LV2";"nee";1;"EXC";"Pijpenstro";25;26;15;65;35;TRUE
2011-09-27;"LV2";"nee";1;"EXC";"Heide";0,5;0;15;65;35;FALSE
2011-09-27;"LV2";"nee";2;"EXC";"Heide";0,5;0;3;85;15;FALSE
2011-09-27;"LV2";"nee";2;"EXC";"Pijpenstro";15;9;3;85;15;TRUE
2011-09-27;"LV2";"nee";3;"EXC";"Pijpenstro";25;98;15;65;35;TRUE
2011-09-27;"LV2";"nee";4;"EXC";"Heide";0,5;0;3;45;55;FALSE
2011-09-27;"LV2";"nee";4;"EXC";"Pijpenstro";55;136;3;45;55;TRUE
2011-09-27;"LV2";"nee";5;"EXC";"Pijpenstro";25;10;3;75;25;TRUE
2011-09-27;"LV2";"nee";5;"EXC";"Heide";3;0;3;75;25;FALSE
2011-09-27;"LV2";"nee";6;"BGR";"Heide";0,5;0;3;75;25;FALSE
2011-09-27;"LV2";"nee";6;"BGR";"Pijpenstro";25;94;3;75;25;TRUE
2011-09-27;"LV2";"nee";7;"BGR";"Pijpenstro";25;10;3;75;25;FALSE
2011-09-27;"LV2";"nee";7;"BGR";"Andere";0,5;0;3;75;25;FALSE
2011-09-27;"LV2";"nee";8;"BGR";"Pijpenstro";35;43;0,5;0;100;TRUE
2011-09-27;"LV2";"nee";8;"BGR";"Heide";0,5;0;0,5;0;100;FALSE
2011-09-27;"LV2";"nee";8;"BGR";"Andere";0,5;0;0,5;0;100;FALSE
2011-09-27;"LV2";"nee";9;"BGR";"Pijpenstro";45;189;7;55;45;TRUE
2011-09-27;"LV2";"nee";9;"BGR";"Heide";3;0;7;55;45;FALSE
2011-09-27;"LV2";"nee";9;"BGR";"Andere";0,5;0;7;55;45;FALSE
2012-06-07;"GB1";"nee";1;"EXC";"Fijne grassen";15;85;99;0;100;TRUE
2012-06-07;"GB1";"nee";1;"EXC";"Andere";3;0;99;0;100;TRUE
2012-06-07;"GB1";"nee";2;"EXC";"Fijne grassen";7;130;95;0;100;TRUE
2012-06-07;"GB1";"nee";2;"EXC";"Andere";7;0;95;0;100;TRUE
2012-06-07;"GB1";"nee";3;"EXC";"Andere";7;0;85;0;100;TRUE
2012-06-07;"GB1";"nee";3;"EXC";"Fijne grassen";15;130;85;0;100;TRUE
2012-06-07;"GB1";"nee";4;"EXC";"Fijne grassen";25;132;95;0;100;TRUE
2012-06-07;"GB1";"nee";5;"EXC";"Fijne grassen";15;119;95;0;100;TRUE
2012-06-07;"GB1";"nee";5;"EXC";"Andere";0,5;0;95;0;100;FALSE
2012-06-07;"GB1";"nee";6;"BGR";"Fijne grassen";15;26;95;0;100;TRUE
2012-06-07;"GB1";"nee";6;"BGR";"Andere";7;0;95;0;100;TRUE
2012-06-07;"GB1";"nee";7;"BGR";"Fijne grassen";15;11;95;0;100;TRUE
2012-07-03;"WD1";"ja";3;"EXC";"Fijne grassen";15;0;65;0;100;FALSE
2012-07-03;"WD1";"ja";4;"EXC";"Heide";7;0;65;0;100;FALSE
2012-07-03;"WD1";"ja";4;"EXC";"Pijpenstro";55;104;65;0;100;FALSE
2012-07-03;"WD1";"ja";4;"EXC";"Fijne grassen";15;0;65;0;100;FALSE
2012-07-03;"WD1";"ja";5;"EXC";"Pijpenstro";3;2;65;25;75;FALSE
2012-07-03;"WD1";"ja";5;"EXC";"Heide";3;0;65;25;75;FALSE
2012-07-03;"WD1";"ja";5;"EXC";"Fijne grassen";7;0;65;25;75;FALSE
2012-07-03;"WD1";"ja";6;"BGR";"Heide";3;0;3;15;85;FALSE
2012-07-03;"WD1";"ja";6;"BGR";"Andere";0,5;0;3;15;85;FALSE
2012-07-03;"WD1";"ja";6;"BGR";"Pijpenstro";25;8;3;15;85;FALSE
2012-07-03;"WD1";"ja";7;"BGR";"Pijpenstro";3;0;75;15;85;FALSE
2012-07-03;"WD1";"ja";7;"BGR";"Andere";7;0;75;15;85;FALSE
2012-07-03;"WD1";"ja";8;"BGR";"Pijpenstro";15;19;35;65;35;FALSE
2012-07-03;"WD1";"ja";8;"BGR";"Fijne grassen";3;0;35;65;35;FALSE
2012-07-03;"WD1";"ja";8;"BGR";"Heide";3;0;35;65;35;FALSE
2012-07-03;"WD1";"ja";9;"BGR";"Pijpenstro";15;26;75;15;85;FALSE
2012-07-03;"WD1";"ja";9;"BGR";"Andere";3;0;75;15;85;FALSE
2012-07-03;"WD1";"ja";9;"BGR";"Heide";3;0;75;15;85;FALSE
2012-07-03;"WD2";"ja";1;"EXC";"Heide";3;0;15;85;15;FALSE
2012-07-03;"WD2";"ja";1;"EXC";"Pijpenstro";3;0;15;85;15;FALSE
2012-07-03;"WD2";"ja";1;"EXC";"Andere";0,5;0;15;85;15;FALSE
2012-07-03;"WD2";"ja";2;"EXC";"Pijpenstro";3;0;25;65;35;FALSE
2012-07-03;"WD2";"ja";2;"EXC";"Andere";7;0;25;65;35;FALSE
2012-07-03;"WD2";"ja";2;"EXC";"Heide";7;0;25;65;35;FALSE
2012-07-03;"WD2";"ja";3;"EXC";"Pijpenstro";3;0;25;65;35;FALSE
2012-07-03;"WD2";"ja";3;"EXC";"Andere";0,5;0;25;65;35;FALSE
2012-07-03;"WD2";"ja";3;"EXC";"Heide";15;0;25;65;35;FALSE
2012-07-03;"WD2";"ja";5;"EXC";"Heide";7;0;25;65;35;FALSE
2012-07-03;"WD2";"ja";5;"EXC";"Pijpenstro";7;0;25;65;35;FALSE
2012-07-03;"WD2";"ja";5;"EXC";"Andere";25;0;25;65;35;FALSE
2012-07-03;"WD2";"ja";6;"BGR";"Heide";7;0;75;25;75;FALSE
2012-07-03;"WD2";"ja";7;"BGR";"Heide";3;0;15;85;15;FALSE
2012-07-03;"WD2";"ja";7;"BGR";"Pijpenstro";7;0;15;85;15;FALSE
2012-07-03;"WD2";"ja";8;"BGR";"Heide";15;0;75;15;85;FALSE
2012-07-03;"WD2";"ja";9;"BGR";"Heide";3;0;45;45;55;FALSE
2012-07-03;"WD2";"ja";9;"BGR";"Pijpenstro";3;0;45;45;55;FALSE
2012-07-30;"GB1";"nee";1;"EXC";"Andere";3;0;95;0;100;FALSE
2012-07-30;"GB1";"nee";1;"EXC";"Fijne grassen";7;0;95;0;100;TRUE
2012-07-30;"GB1";"nee";2;"EXC";"Andere";0,5;0;95;3;97;FALSE
2012-07-30;"GB1";"nee";2;"EXC";"Fijne grassen";15;124;95;3;97;TRUE
2012-07-30;"GB1";"nee";3;"EXC";"Fijne grassen";45;129;95;3;97;TRUE
2012-07-30;"GB1";"nee";3;"EXC";"Andere";0,5;3;95;3;97;FALSE
2012-07-30;"GB1";"nee";4;"EXC";"Fijne grassen";25;86;95;3;97;TRUE
2012-07-30;"GB1";"nee";5;"EXC";"Fijne grassen";55;143;95;0;100;TRUE
2012-07-30;"GB1";"nee";5;"EXC";"Andere";0,5;0;95;0;100;FALSE
2012-07-30;"GB1";"nee";6;"BGR";"Fijne grassen";25;52;35;25;75;FALSE
2012-06-07;"GB1";"nee";8;"BGR";"Fijne grassen";15;75;95;0;100;TRUE
