"datum";"y";"m";"exc_id";"zone";"veg_aanw";"beh_typ";"brand2011";"h_gem";"sdev"
"30/07/2012";2012;8;"LV1";"Begraasd, D";"ja";"BGR";"nee";NA;1,165922
"17/06/2013";2013;6;"GB1";"Excl, zone A";"ja";"EXC";"nee";NA;11,75532
"30/07/2012";2012;8;"WD1";"Excl, Centrum";"ja";"EXC";"nee";NA;1,363589
"17/06/2013";2013;6;"GB1";"Excl, zone B";"ja";"EXC";"nee";NA;1,57619
"30/07/2012";2012;8;"WD1";"Excl, zone A";"ja";"EXC";"nee";NA;8,07678
"17/06/2013";2013;6;"GB1";"Excl, zone C";"ja";"EXC";"nee";NA;7,949057
"30/07/2012";2012;8;"WD1";"Excl, zone B";"ja";"EXC";"nee";NA;34,1959
"17/06/2013";2013;6;"GB1";"Excl, zone D";"ja";"EXC";"nee";NA;8,23768
"30/07/2012";2012;8;"WD1";"Excl, zone C";"ja";"EXC";"nee";NA;13,5963
"17/06/2013";2013;6;"GB1";"Begraasd, A";"ja";"BGR";"nee";NA;6,243747
"30/07/2012";2012;8;"WD1";"Excl, zone D";"ja";"EXC";"nee";NA;11,99935
"17/06/2013";2013;6;"GB1";"Begraasd, B";"ja";"BGR";"nee";NA;4,580871
"30/07/2012";2012;8;"WD1";"Begraasd, A";"ja";"BGR";"nee";NA;19,5604
"17/06/2013";2013;6;"GB1";"Begraasd, C";"ja";"BGR";"nee";NA;4,582576
"30/07/2012";2012;8;"WD1";"Begraasd, B";"ja";"BGR";"nee";NA;16,34587
"17/06/2013";2013;6;"GB1";"Begraasd, D";"ja";"BGR";"nee";NA;8,936407
"30/07/2012";2012;8;"WD1";"Begraasd, C";"ja";"BGR";"nee";NA;22,19657
"17/06/2013";2013;6;"GB2";"Excl, Centrum";"ja";"EXC";"nee";NA;9,692136
"30/07/2012";2012;8;"WD1";"Begraasd, D";"ja";"BGR";"nee";NA;1,452369
"17/06/2013";2013;6;"GB2";"Excl, zone A";"nee";"EXC";"nee";NA;9,339934
"30/07/2012";2012;8;"WD2";"Excl, Centrum";"ja";"EXC";"nee";NA;2,633914
"17/06/2013";2013;6;"GB2";"Excl, zone B";"ja";"EXC";"nee";NA;8,902246
"30/07/2012";2012;8;"WD2";"Excl, zone A";"ja";"EXC";"nee";NA;2,645751
"17/06/2013";2013;6;"GB2";"Excl, zone C";"ja";"EXC";"nee";NA;8,046739
"30/07/2012";2012;8;"WD2";"Excl, zone B";"nee";"EXC";"nee";NA;0
"17/06/2013";2013;6;"GB2";"Excl, zone D";"ja";"EXC";"nee";NA;8,466847
"30/07/2012";2012;8;"WD2";"Excl, zone C";"ja";"EXC";"nee";NA;1,391941
"17/06/2013";2013;6;"GB2";"Begraasd, A";"nee";"BGR";"nee";NA;4,330127
"30/07/2012";2012;8;"WD2";"Excl, zone D";"ja";"EXC";"nee";NA;0
"17/06/2013";2013;6;"GB2";"Begraasd, B";"ja";"BGR";"nee";NA;12,42414
"30/07/2012";2012;8;"WD2";"Begraasd, A";"ja";"BGR";"nee";NA;1,536026
"17/06/2013";2013;6;"GB2";"Begraasd, C";"ja";"BGR";"nee";NA;0
"30/07/2012";2012;8;"WD2";"Begraasd, B";"ja";"BGR";"nee";NA;1,111024
"17/06/2013";2013;6;"GB2";"Begraasd, D";"nee";"BGR";"nee";NA;8,642193
"30/07/2012";2012;8;"WD2";"Begraasd, C";"ja";"BGR";"nee";NA;1,494783
"30/07/2012";2012;8;"WD2";"Begraasd, D";"ja";"BGR";"nee";NA;13,27356
"30/07/2013";2013;7;"LV2";"Excl, Centrum";"ja";"EXC";"nee";NA;3,854786
"30/07/2013";2013;7;"LV2";"Excl, zone A";"nee";"EXC";"nee";NA;10,21947
"3/07/2012";2012;7;"GB1";"Excl, Centrum";"ja";"EXC";"nee";NA;5,291502
"30/07/2013";2013;7;"LV2";"Excl, zone B";"ja";"EXC";"nee";NA;15,75149
"3/07/2012";2012;7;"GB1";"Excl, zone A";"ja";"EXC";"nee";NA;20,39455
"30/07/2013";2013;7;"LV2";"Excl, zone C";"ja";"EXC";"nee";NA;10,16043
"3/07/2012";2012;7;"GB1";"Excl, zone B";"ja";"EXC";"nee";NA;28,55231
"30/07/2013";2013;7;"LV2";"Excl, zone D";"ja";"EXC";"nee";NA;10,69755
"3/07/2012";2012;7;"GB1";"Excl, zone C";"ja";"EXC";"nee";NA;19,3128
"30/07/2013";2013;7;"LV2";"Begraasd, D";"ja";"BGR";"nee";NA;9,717896
"3/07/2012";2012;7;"GB1";"Excl, zone D";"ja";"EXC";"nee";NA;17,79572
"30/07/2013";2013;7;"LV2";"Begraasd, C";"ja";"BGR";"nee";NA;19,33746
"3/07/2012";2012;7;"GB1";"Begraasd, A";"ja";"BGR";"nee";NA;15,41864
"30/07/2013";2013;7;"LV2";"Begraasd, B";"ja";"BGR";"nee";NA;4,582576
"3/07/2012";2012;7;"GB1";"Begraasd, B";"ja";"BGR";"nee";NA;15,85678
"30/07/2013";2013;7;"LV2";"Begraasd, A";"ja";"BGR";"nee";NA;7,581845
"3/07/2012";2012;7;"GB1";"Begraasd, C";"ja";"BGR";"nee";NA;11,80837
"30/07/2013";2013;7;"LV1";"Excl, Centrum";"ja";"EXC";"nee";NA;9,784394
"3/07/2012";2012;7;"GB1";"Begraasd, D";"ja";"BGR";"nee";NA;6,103278
"30/07/2013";2013;7;"LV1";"Excl, zone A";"ja";"EXC";"nee";NA;0
"3/07/2012";2012;7;"GB2";"Excl, Centrum";"ja";"EXC";"nee";NA;25,39162
"30/07/2013";2013;7;"LV1";"Excl, zone B";"ja";"EXC";"nee";NA;30,23631
"3/07/2012";2012;7;"GB2";"Excl, zone A";"ja";"EXC";"nee";NA;15,15699
"30/07/2013";2013;7;"LV1";"Excl, zone C";"ja";"EXC";"nee";NA;20,22645
"3/07/2012";2012;7;"GB2";"Excl, zone B";"ja";"EXC";"nee";NA;30,63673
"30/07/2013";2013;7;"LV1";"Excl, zone D";"ja";"EXC";"nee";NA;38,07702
"3/07/2012";2012;7;"GB2";"Excl, zone C";"ja";"EXC";"nee";NA;12,49
"30/07/2013";2013;7;"LV1";"Begraasd, A";"ja";"BGR";"nee";NA;16,20137
"3/07/2012";2012;7;"GB2";"Excl, zone D";"ja";"EXC";"nee";NA;15,96872
"30/07/2013";2013;7;"LV1";"Begraasd, B";"ja";"BGR";"nee";NA;4,121211
"3/07/2012";2012;7;"GB2";"Begraasd, A";"ja";"BGR";"nee";NA;17,01286
"30/07/2013";2013;7;"LV1";"Begraasd, C";"ja";"BGR";"nee";NA;12,91075
"3/07/2012";2012;7;"GB2";"Begraasd, B";"ja";"BGR";"nee";NA;3,179524
"30/07/2013";2013;7;"LV1";"Begraasd, D";"ja";"BGR";"nee";NA;0
"3/07/2012";2012;7;"GB2";"Begraasd, C";"ja";"BGR";"nee";NA;8,926785
"30/07/2013";2013;7;"WD2";"Excl, Centrum";"ja";"EXC";"nee";NA;0
"3/07/2012";2012;7;"GB2";"Begraasd, D";"ja";"BGR";"nee";NA;11,30196
"30/07/2013";2013;7;"WD2";"Excl, zone A";"ja";"EXC";"nee";NA;17,23369
"30/07/2013";2013;7;"WD2";"Excl, zone B";"ja";"EXC";"nee";NA;23,79043
"3/07/2012";2012;7;"LV2";"Excl, Centrum";"ja";"EXC";"nee";NA;27,23709
"30/07/2013";2013;7;"WD2";"Excl, zone C";"ja";"EXC";"nee";NA;37,30428
"3/07/2012";2012;7;"LV2";"Excl, zone A";"ja";"EXC";"nee";NA;24,3076
"30/07/2013";2013;7;"WD2";"Excl, zone D";"ja";"EXC";"nee";NA;4,89898
"3/07/2012";2012;7;"LV2";"Excl, zone B";"ja";"EXC";"nee";NA;17,9635
"30/07/2013";2013;7;"WD2";"Begraasd, A";"ja";"BGR";"nee";NA;0
"3/07/2012";2012;7;"LV2";"Excl, zone C";"ja";"EXC";"nee";NA;4,608077
"30/07/2013";2013;7;"WD2";"Begraasd, B";"ja";"BGR";"nee";NA;0
"3/07/2012";2012;7;"LV2";"Excl, zone D";"ja";"EXC";"nee";NA;24,45787
"30/07/2013";2013;7;"WD2";"Begraasd, C";"ja";"BGR";"nee";NA;0
"3/07/2012";2012;7;"LV2";"Begraasd, A";"ja";"BGR";"nee";NA;9,177929
"30/07/2013";2013;7;"WD2";"Begraasd, D";"ja";"BGR";"nee";NA;6,964194
"3/07/2012";2012;7;"LV2";"Begraasd, B";"ja";"BGR";"nee";NA;10,18577
"30/07/2013";2013;7;"GB2";"Excl, Centrum";"ja";"EXC";"nee";NA;8,699857
"3/07/2012";2012;7;"LV2";"Begraasd, C";"ja";"BGR";"nee";NA;14,93946
"30/07/2013";2013;7;"GB2";"Excl, zone A";"ja";"EXC";"nee";NA;14,76429
"3/07/2012";2012;7;"LV2";"Begraasd, D";"ja";"BGR";"nee";NA;10,06774
"30/07/2013";2013;7;"GB2";"Excl, zone B";"nee";"EXC";"nee";NA;18,00998
"3/07/2012";2012;7;"LV1";"Excl, Centrum";"ja";"EXC";"nee";NA;15,30063
"30/07/2013";2013;7;"GB2";"Excl, zone C";"ja";"EXC";"nee";NA;17,76892
"3/07/2012";2012;7;"LV1";"Excl, zone A";"nee";"EXC";"nee";NA;0
"30/07/2013";2013;7;"GB2";"Excl, zone D";"ja";"EXC";"nee";NA;13,90088
"3/07/2012";2012;7;"LV1";"Excl, zone B";"ja";"EXC";"nee";NA;4,630065
"30/07/2013";2013;7;"GB2";"Begraasd, A";"nee";"BGR";"nee";NA;4,299346
"3/07/2012";2012;7;"LV1";"Excl, zone C";"ja";"EXC";"nee";NA;27,79276
"30/07/2013";2013;7;"GB2";"Begraasd, B";"ja";"BGR";"nee";NA;4,136348
"3/07/2012";2012;7;"LV1";"Excl, zone D";"ja";"EXC";"nee";NA;2,087912
"30/07/2013";2013;7;"GB2";"Begraasd, C";"ja";"BGR";"nee";NA;9,871043
"3/07/2012";2012;7;"LV1";"Begraasd, A";"ja";"BGR";"nee";NA;1,536026
"30/07/2013";2013;7;"GB2";"Begraasd, D";"ja";"BGR";"nee";NA;13,21694
"3/07/2012";2012;7;"LV1";"Begraasd, B";"ja";"BGR";"nee";NA;12,5075
"30/07/2013";2013;7;"GB1";"Excl, Centrum";"ja";"EXC";"nee";NA;2,803458
"3/07/2012";2012;7;"LV1";"Begraasd, C";"ja";"BGR";"nee";NA;11,82952
"30/07/2013";2013;7;"GB1";"Excl, zone A";"ja";"EXC";"nee";NA;34,27463
"3/07/2012";2012;7;"LV1";"Begraasd, D";"ja";"BGR";"nee";NA;4,993746
"4/09/2012";2012;9;"GB1";"Excl, Centrum";"ja";"EXC";"nee";NA;7,210019
"30/07/2013";2013;7;"GB1";"Excl, zone B";"ja";"EXC";"nee";NA;19,38266
"4/09/2012";2012;9;"GB1";"Excl, zone A";"ja";"EXC";"nee";NA;23,57965
"30/07/2013";2013;7;"GB1";"Excl, zone C";"ja";"EXC";"nee";NA;10,78121
"4/09/2012";2012;9;"GB1";"Excl, zone B";"ja";"EXC";"nee";NA;24,21131
"30/07/2013";2013;7;"GB1";"Begraasd, A";"ja";"BGR";"nee";NA;6,527586
"4/09/2012";2012;9;"GB1";"Excl, zone C";"ja";"EXC";"nee";NA;19,2873
"4/09/2012";2012;9;"GB1";"Excl, zone D";"ja";"EXC";"nee";NA;22,60946
"30/07/2013";2013;7;"GB1";"Begraasd, B";"ja";"BGR";"nee";NA;14,13716
"4/09/2012";2012;9;"GB1";"Begraasd, A";"ja";"BGR";"nee";NA;6,132648
"30/07/2013";2013;7;"GB1";"Begraasd, C";"ja";"BGR";"nee";NA;19,22848
"4/09/2012";2012;9;"GB1";"Begraasd, B";"ja";"BGR";"nee";NA;17,21509
"30/07/2013";2013;7;"GB1";"Begraasd, D";"ja";"BGR";"nee";NA;16,07599
"4/09/2012";2012;9;"GB1";"Begraasd, C";"ja";"BGR";"nee";NA;5,024938
"30/07/2013";2013;7;"WD1";"Excl, Centrum";"ja";"EXC";"nee";NA;0,9682459
"4/09/2012";2012;9;"GB1";"Begraasd, D";"ja";"BGR";"nee";NA;31,17466
"30/07/2013";2013;7;"WD1";"Excl, zone B";"ja";"EXC";"nee";NA;22,56622
"4/09/2012";2012;9;"GB2";"Excl, Centrum";"ja";"EXC";"nee";NA;1,452369
"30/07/2013";2013;7;"WD1";"Excl, zone C";"ja";"EXC";"nee";NA;15,0229
"4/09/2012";2012;9;"GB2";"Excl, zone A";"ja";"EXC";"nee";NA;25,82513
"30/07/2013";2013;7;"WD1";"Excl, zone D";"ja";"EXC";"nee";NA;24,55574
"4/09/2012";2012;9;"GB2";"Excl, zone B";"ja";"EXC";"nee";NA;23,06479
"30/07/2013";2013;7;"WD1";"Begraasd, A";"ja";"BGR";"nee";NA;1,053269
"4/09/2012";2012;9;"GB2";"Excl, zone C";"ja";"EXC";"nee";NA;21,15087
"30/07/2013";2013;7;"WD1";"Begraasd, B";"ja";"BGR";"nee";NA;20,53922
"4/09/2012";2012;9;"GB2";"Excl, zone D";"ja";"EXC";"nee";NA;18,74458
"30/07/2013";2013;7;"WD1";"Begraasd, C";"ja";"BGR";"nee";NA;20,67607
"4/09/2012";2012;9;"GB2";"Begraasd, A";"ja";"BGR";"nee";NA;7,258615
"30/07/2013";2013;7;"WD1";"Begraasd, D";"ja";"BGR";"nee";NA;1,984313
"4/09/2012";2012;9;"GB2";"Begraasd, B";"ja";"BGR";"nee";NA;13,95025
"28/08/2013";2013;8;"LV2";"Excl, Centrum";"ja";"EXC";"nee";NA;3,018174
"4/09/2012";2012;9;"GB2";"Begraasd, C";"ja";"BGR";"nee";NA;10,86278
"28/08/2013";2013;8;"LV2";"Excl, zone A";"ja";"EXC";"nee";NA;7,761081
"4/09/2012";2012;9;"GB2";"Begraasd, D";"ja";"BGR";"nee";NA;14,31291
"28/08/2013";2013;8;"LV2";"Excl, zone B";"ja";"EXC";"nee";NA;31,10768
"4/09/2012";2012;9;"WD1";"Excl, Centrum";"ja";"EXC";"nee";NA;2,384848
"28/08/2013";2013;8;"LV2";"Excl, zone C";"ja";"EXC";"nee";NA;23,90084
"4/09/2012";2012;9;"WD1";"Excl, zone A";"ja";"EXC";"nee";NA;9,75881
"28/08/2013";2013;8;"LV2";"Excl, zone D";"ja";"EXC";"nee";NA;26,09089
"4/09/2012";2012;9;"WD1";"Excl, zone B";"ja";"EXC";"nee";NA;43,22741
"28/08/2013";2013;8;"LV2";"Begraasd, A";"ja";"BGR";"nee";NA;28,88771
"4/09/2012";2012;9;"WD1";"Excl, zone C";"ja";"EXC";"nee";NA;18,67987
"28/08/2013";2013;8;"LV2";"Begraasd, B";"ja";"BGR";"nee";NA;18,97325
"4/09/2012";2012;9;"WD1";"Excl, zone D";"ja";"EXC";"nee";NA;4,013649
"28/08/2013";2013;8;"LV2";"Begraasd, C";"ja";"BGR";"nee";NA;19,21873
"4/09/2012";2012;9;"WD1";"Begraasd, A";"ja";"BGR";"nee";NA;1,111024
"28/08/2013";2013;8;"LV2";"Begraasd, D";"ja";"BGR";"nee";NA;0,6614378
"4/09/2012";2012;9;"WD1";"Begraasd, B";"ja";"BGR";"nee";NA;20,34968
"28/08/2013";2013;8;"LV1";"Excl, Centrum";"ja";"EXC";"nee";NA;9,102713
"4/09/2012";2012;9;"WD1";"Begraasd, C";"ja";"BGR";"nee";NA;29,2508
"28/08/2013";2013;8;"LV1";"Excl, zone B";"ja";"EXC";"nee";NA;2,222049
"4/09/2012";2012;9;"WD1";"Begraasd, D";"ja";"BGR";"nee";NA;4,092676
"28/08/2013";2013;8;"LV1";"Excl, zone C";"ja";"EXC";"nee";NA;19,5624
"4/09/2012";2012;9;"LV1";"Excl, Centrum";"ja";"EXC";"nee";NA;4,998437
"28/08/2013";2013;8;"LV1";"Excl, zone D";"ja";"EXC";"nee";NA;12,19375
"4/09/2012";2012;9;"LV1";"Excl, zone A";"ja";"EXC";"nee";NA;45,46822
"28/08/2013";2013;8;"LV1";"Begraasd, A";"ja";"BGR";"nee";NA;2,487468
"4/09/2012";2012;9;"LV1";"Excl, zone B";"ja";"EXC";"nee";NA;31,52677
"28/08/2013";2013;8;"LV1";"Begraasd, B";"ja";"BGR";"nee";NA;2,204399
"4/09/2012";2012;9;"LV1";"Excl, zone C";"ja";"EXC";"nee";NA;25,28834
"28/08/2013";2013;8;"LV1";"Begraasd, C";"ja";"BGR";"nee";NA;19,74802
"4/09/2012";2012;9;"LV1";"Excl, zone D";"ja";"EXC";"nee";NA;34,11744
"28/08/2013";2013;8;"LV1";"Begraasd, D";"ja";"BGR";"nee";NA;2
"28/08/2013";2013;8;"WD2";"Excl, Centrum";"ja";"EXC";"nee";NA;1,391941
"4/09/2012";2012;9;"LV1";"Begraasd, D";"ja";"BGR";"nee";NA;15,04784
"28/08/2013";2013;8;"WD2";"Excl, zone A";"ja";"EXC";"nee";NA;25,35128
"4/09/2012";2012;9;"LV1";"Begraasd, C";"ja";"BGR";"nee";NA;26,35544
"28/08/2013";2013;8;"WD2";"Excl, zone B";"nee";"EXC";"nee";NA;0
"4/09/2012";2012;9;"LV1";"Begraasd, B";"ja";"BGR";"nee";NA;0,8660254
"28/08/2013";2013;8;"WD2";"Excl, zone C";"nee";"EXC";"nee";NA;0
"4/09/2012";2012;9;"LV1";"Begraasd, A";"ja";"BGR";"nee";NA;20,6322
"28/08/2013";2013;8;"WD2";"Excl, zone D";"ja";"EXC";"nee";NA;22,89617
"4/09/2012";2012;9;"LV2";"Excl, Centrum";"ja";"EXC";"nee";NA;7,631145
"28/08/2013";2013;8;"WD2";"Begraasd, A";"ja";"BGR";"nee";NA;1,165922
"4/09/2012";2012;9;"LV2";"Excl, zone C";"ja";"EXC";"nee";NA;33,30142
"28/08/2013";2013;8;"WD2";"Begraasd, B";"ja";"BGR";"nee";NA;1,118034
"4/09/2012";2012;9;"LV2";"Excl, zone D";"ja";"EXC";"nee";NA;36,22844
"28/08/2013";2013;8;"WD2";"Begraasd, C";"ja";"BGR";"nee";NA;1,47902
"4/09/2012";2012;9;"LV2";"Excl, zone A";"nee";"EXC";"nee";NA;0
"28/08/2013";2013;8;"WD2";"Begraasd, D";"ja";"BGR";"nee";NA;1,57619
"4/09/2012";2012;9;"LV2";"Excl, zone B";"ja";"EXC";"nee";NA;1,727534
"28/08/2013";2013;8;"GB2";"Excl, Centrum";"ja";"EXC";"nee";NA;1,920286
"4/09/2012";2012;9;"LV2";"Begraasd, B";"ja";"BGR";"nee";NA;1,165922
"28/08/2013";2013;8;"GB2";"Excl, zone A";"ja";"EXC";"nee";NA;19,96207
"4/09/2012";2012;9;"LV2";"Begraasd, C";"ja";"BGR";"nee";NA;13,89638
"28/08/2013";2013;8;"GB2";"Excl, zone B";"ja";"EXC";"nee";NA;18,43909
"4/09/2012";2012;9;"LV2";"Begraasd, D";"ja";"BGR";"nee";NA;0,6959705
"28/08/2013";2013;8;"GB2";"Excl, zone C";"ja";"EXC";"nee";NA;26,50206
"4/09/2012";2012;9;"LV2";"Begraasd, A";"ja";"BGR";"nee";NA;1,63936
"28/08/2013";2013;8;"GB2";"Excl, zone D";"ja";"EXC";"nee";NA;16,88194
"4/09/2012";2012;9;"WD2";"Excl, Centrum";"ja";"EXC";"nee";NA;1,870829
"28/08/2013";2013;8;"GB2";"Begraasd, A";"ja";"BGR";"nee";NA;4,085034
"4/09/2012";2012;9;"WD2";"Excl, zone C";"ja";"EXC";"nee";NA;29,54552
"28/08/2013";2013;8;"GB2";"Begraasd, B";"ja";"BGR";"nee";NA;27,69364
"4/09/2012";2012;9;"WD2";"Excl, zone D";"ja";"EXC";"nee";NA;18,14826
"28/08/2013";2013;8;"GB2";"Begraasd, C";"ja";"BGR";"nee";NA;14,09288
"4/09/2012";2012;9;"WD2";"Excl, zone A";"ja";"EXC";"nee";NA;39,77574
"28/08/2013";2013;8;"GB2";"Begraasd, D";"ja";"BGR";"nee";NA;12,36363
"4/09/2012";2012;9;"WD2";"Excl, zone B";"ja";"EXC";"nee";NA;38,71995
"28/08/2013";2013;8;"WD1";"Excl, Centrum";"ja";"EXC";"nee";NA;1,053269
"4/09/2012";2012;9;"WD2";"Begraasd, D";"ja";"BGR";"nee";NA;8,781195
"28/08/2013";2013;8;"WD1";"Excl, zone A";"ja";"EXC";"nee";NA;2,912795
"4/09/2012";2012;9;"WD2";"Begraasd, A";"ja";"BGR";"nee";NA;1,224745
"28/08/2013";2013;8;"WD1";"Excl, zone B";"ja";"EXC";"nee";NA;4,484348
"4/09/2012";2012;9;"WD2";"Begraasd, B";"ja";"BGR";"nee";NA;10,14812
"28/08/2013";2013;8;"WD1";"Excl, zone C";"ja";"EXC";"nee";NA;10,27132
"4/09/2012";2012;9;"WD2";"Begraasd, C";"ja";"BGR";"nee";NA;1,322876
"3/07/2012";2012;7;"WD1";"Excl, Centrum";"ja";"EXC";"nee";NA;25,95188
"28/08/2013";2013;8;"WD1";"Excl, zone D";"ja";"EXC";"nee";NA;9,867085
"3/07/2012";2012;7;"WD1";"Excl, zone A";"ja";"EXC";"nee";NA;6,062178
"28/08/2013";2013;8;"WD1";"Begraasd, A";"ja";"BGR";"nee";NA;1,47902
"3/07/2012";2012;7;"WD1";"Excl, zone B";"ja";"EXC";"nee";NA;29,95309
"28/08/2013";2013;8;"WD1";"Begraasd, B";"ja";"BGR";"nee";NA;29,06458
"3/07/2012";2012;7;"WD1";"Excl, zone C";"ja";"EXC";"nee";NA;24,59897
"28/08/2013";2013;8;"WD1";"Begraasd, C";"ja";"BGR";"nee";NA;19,11438
"3/07/2012";2012;7;"WD1";"Excl, zone D";"ja";"EXC";"nee";NA;5,782517
"28/08/2013";2013;8;"WD1";"Begraasd, D";"ja";"BGR";"nee";NA;2,027159
"28/08/2013";2013;8;"GB1";"Excl, Centrum";"ja";"EXC";"nee";NA;1,408678
"28/08/2013";2013;8;"GB1";"Excl, zone A";"ja";"EXC";"nee";NA;14,48221
"3/07/2012";2012;7;"WD1";"Begraasd, C";"ja";"BGR";"nee";NA;16,02293
"28/08/2013";2013;8;"GB1";"Excl, zone B";"ja";"EXC";"nee";NA;19,63376
"3/07/2012";2012;7;"WD1";"Begraasd, D";"ja";"BGR";"nee";NA;12,79099
"28/08/2013";2013;8;"GB1";"Excl, zone C";"ja";"EXC";"nee";NA;15,3455
"3/07/2012";2012;7;"WD1";"Begraasd, A";"ja";"BGR";"nee";NA;7,761081
"28/08/2013";2013;8;"GB1";"Excl, zone D";"ja";"EXC";"nee";NA;6,963072
"3/07/2012";2012;7;"WD1";"Begraasd, B";"ja";"BGR";"nee";NA;0,599479
"28/08/2013";2013;8;"GB1";"Begraasd, A";"ja";"BGR";"nee";NA;14,21047
"3/07/2012";2012;7;"WD2";"Excl, Centrum";"ja";"EXC";"nee";NA;2,781075
"28/08/2013";2013;8;"GB1";"Begraasd, B";"nee";"BGR";"nee";NA;4,313859
"3/07/2012";2012;7;"WD2";"Excl, zone A";"ja";"EXC";"nee";NA;2,872281
"28/08/2013";2013;8;"GB1";"Begraasd, C";"ja";"BGR";"nee";NA;11,27982
"3/07/2012";2012;7;"WD2";"Excl, zone B";"ja";"EXC";"nee";NA;2,692582
"28/08/2013";2013;8;"GB1";"Begraasd, D";"ja";"BGR";"nee";NA;1,316957
"3/07/2012";2012;7;"WD2";"Excl, zone C";"nee";"EXC";"nee";NA;0
"3/07/2012";2012;7;"WD2";"Excl, zone D";"ja";"EXC";"nee";NA;4,662014
"1/10/2013";2013;9;"LV2";"Excl, Centrum";"ja";"EXC";"nee";NA;1,363589
"3/07/2012";2012;7;"WD2";"Begraasd, A";"ja";"BGR";"nee";NA;0,9682459
"1/10/2013";2013;9;"LV2";"Excl, zone A";"ja";"EXC";"nee";NA;5,666513
"3/07/2012";2012;7;"WD2";"Begraasd, B";"ja";"BGR";"nee";NA;0,9921567
"1/10/2013";2013;9;"LV2";"Excl, zone B";"ja";"EXC";"nee";NA;32,21704
"3/07/2012";2012;7;"WD2";"Begraasd, C";"ja";"BGR";"nee";NA;0,8660254
"1/10/2013";2013;9;"LV2";"Excl, zone C";"ja";"EXC";"nee";NA;20,5179
"3/07/2012";2012;7;"WD2";"Begraasd, D";"ja";"BGR";"nee";NA;1,118034
"1/10/2013";2013;9;"LV2";"Excl, zone D";"ja";"EXC";"nee";NA;25,05993
"1/10/2013";2013;9;"LV2";"Begraasd, A";"ja";"BGR";"nee";NA;30,59412
"1/10/2013";2013;9;"LV2";"Begraasd, B";"ja";"BGR";"nee";NA;5,238082
"1/10/2013";2013;9;"LV2";"Begraasd, C";"ja";"BGR";"nee";NA;30,37166
"1/10/2013";2013;9;"LV2";"Begraasd, D";"ja";"BGR";"nee";NA;25,63171
"1/10/2013";2013;9;"LV1";"Excl, Centrum";"nee";"EXC";"nee";NA;0
"1/10/2013";2013;9;"LV1";"Excl, zone C";"ja";"EXC";"nee";NA;17,95132
"1/10/2013";2013;9;"LV1";"Excl, zone D";"ja";"EXC";"nee";NA;6,469882
"1/10/2013";2013;9;"LV1";"Excl, zone A";"ja";"EXC";"nee";NA;22,04222
"1/10/2013";2013;9;"LV1";"Excl, zone B";"ja";"EXC";"nee";NA;17,14233
"1/10/2013";2013;9;"LV1";"Begraasd, A";"nee";"BGR";"nee";NA;0
"1/10/2013";2013;9;"LV1";"Begraasd, B";"nee";"BGR";"nee";NA;0
"1/10/2013";2013;9;"LV1";"Begraasd, C";"ja";"BGR";"nee";NA;1,494783
"1/10/2013";2013;9;"LV1";"Begraasd, D";"ja";"BGR";"nee";NA;1,47902
"1/10/2013";2013;9;"WD2";"Excl, Centrum";"nee";"EXC";"nee";NA;0
"1/10/2013";2013;9;"WD2";"Excl, zone A";"nee";"EXC";"nee";NA;22,57072
"1/10/2013";2013;9;"WD2";"Excl, zone B";"nee";"EXC";"nee";NA;0
"1/10/2013";2013;9;"WD2";"Excl, zone C";"nee";"EXC";"nee";NA;0
"1/10/2013";2013;9;"WD2";"Excl, zone D";"nee";"EXC";"nee";NA;31,0926
"1/10/2013";2013;9;"WD2";"Begraasd, A";"nee";"BGR";"nee";NA;1,920286
"1/10/2013";2013;9;"WD2";"Begraasd, B";"nee";"BGR";"nee";NA;1,118034
"1/10/2013";2013;9;"WD2";"Begraasd, C";"nee";"BGR";"nee";NA;1,47902
"1/10/2013";2013;9;"WD2";"Begraasd, D";"nee";"BGR";"nee";NA;2,368412
"1/10/2013";2013;9;"WD1";"Excl, Centrum";"nee";"EXC";"nee";NA;1,053269
"1/10/2013";2013;9;"WD1";"Excl, zone A";"nee";"EXC";"nee";NA;9,350802
"1/10/2013";2013;9;"WD1";"Excl, zone B";"nee";"EXC";"nee";NA;14,22146
"1/10/2013";2013;9;"WD1";"Excl, zone C";"nee";"EXC";"nee";NA;9
"1/10/2013";2013;9;"WD1";"Excl, zone D";"nee";"EXC";"nee";NA;31,72908
"1/10/2013";2013;9;"WD1";"Begraasd, A";"nee";"BGR";"nee";NA;1,57619
"1/10/2013";2013;9;"WD1";"Begraasd, B";"nee";"BGR";"nee";NA;25,96121
"1/10/2013";2013;9;"WD1";"Begraasd, C";"nee";"BGR";"nee";NA;34,78662
"1/10/2013";2013;9;"WD1";"Begraasd, D";"nee";"BGR";"nee";NA;1,408678
"1/10/2013";2013;9;"GB2";"Excl, Centrum";"nee";"EXC";"nee";NA;1,713914
"1/10/2013";2013;9;"GB2";"Excl, zone A";"nee";"EXC";"nee";NA;12,27548
"1/10/2013";2013;9;"GB2";"Excl, zone B";"nee";"EXC";"nee";NA;0
"1/10/2013";2013;9;"GB2";"Excl, zone C";"nee";"EXC";"nee";NA;25,06492
"1/10/2013";2013;9;"GB2";"Excl, zone D";"nee";"EXC";"nee";NA;11,41271
"1/10/2013";2013;9;"GB2";"Begraasd, A";"nee";"BGR";"nee";NA;2,061553
